"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 30 21:13:54 GMT 2023","Mon Oct 30 21:14:04 GMT 2023","10439","","","","","","Validate Council Output [StaffordshireMoorlandsDistrictCouncil]",""
"failed","Mon Oct 30 21:08:59 GMT 2023","Mon Oct 30 21:09:01 GMT 2023","1801","","","","","","Validate Council Output [CroydonCouncil]",""
"passed","Mon Oct 30 21:13:45 GMT 2023","Mon Oct 30 21:13:47 GMT 2023","2278","","","","","","Validate Council Output [SouthNorfolkCouncil]",""
"failed","Mon Oct 30 21:08:41 GMT 2023","Mon Oct 30 21:08:42 GMT 2023","652","","","","","","Validate Council Output [BlackburnCouncil]",""
"passed","Mon Oct 30 21:13:39 GMT 2023","Mon Oct 30 21:13:43 GMT 2023","3231","","","","","","Validate Council Output [ManchesterCityCouncil]",""
"passed","Mon Oct 30 21:08:35 GMT 2023","Mon Oct 30 21:08:36 GMT 2023","1293","","","","","","Validate Council Output [CannockChaseDistrictCouncil]",""
"passed","Mon Oct 30 21:13:56 GMT 2023","Mon Oct 30 21:14:03 GMT 2023","7258","","","","","","Validate Council Output [NewcastleCityCouncil]",""
"passed","Mon Oct 30 21:13:43 GMT 2023","Mon Oct 30 21:13:48 GMT 2023","5224","","","","","","Validate Council Output [MertonCouncil]",""
"failed","Mon Oct 30 21:10:03 GMT 2023","Mon Oct 30 21:10:05 GMT 2023","1795","","","","","","Validate Council Output [GuildfordCouncil]",""
"failed","Mon Oct 30 21:10:49 GMT 2023","Mon Oct 30 21:13:01 GMT 2023","132219","","","","","","Validate Council Output [PrestonCityCouncil]",""
"failed","Mon Oct 30 21:14:07 GMT 2023","Mon Oct 30 21:16:18 GMT 2023","130850","","","","","","Validate Council Output [TamesideMBCouncil]",""
"passed","Mon Oct 30 21:14:23 GMT 2023","Mon Oct 30 21:14:27 GMT 2023","4550","","","","","","Validate Council Output [WaverleyBoroughCouncil]",""
"failed","Mon Oct 30 21:13:49 GMT 2023","Mon Oct 30 21:13:49 GMT 2023","5","","","","","","Validate Council Output [MiltonKeynesCityCouncil]",""
"passed","Mon Oct 30 21:08:55 GMT 2023","Mon Oct 30 21:09:13 GMT 2023","17912","","","","","","Validate Council Output [BroxtoweBoroughCouncil]",""
