"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 01 12:15:51 GMT 2024","Mon Jan 01 12:15:53 GMT 2024","2043","","","","","","Validate Council Output [CheshireEastCouncil-None-None]",""
"passed","Mon Jan 01 12:19:09 GMT 2024","Mon Jan 01 12:19:11 GMT 2024","1809","","","","","","Validate Council Output [SalfordCityCouncil-None-None]",""
"passed","Mon Jan 01 12:16:19 GMT 2024","Mon Jan 01 12:16:30 GMT 2024","11024","","","","","","Validate Council Output [BromleyBoroughCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 01 12:16:26 GMT 2024","Mon Jan 01 12:17:34 GMT 2024","67736","","","","","","Validate Council Output [EastRidingCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 01 12:21:53 GMT 2024","Mon Jan 01 12:21:57 GMT 2024","3563","","","","","","Validate Council Output [TonbridgeAndMallingBC-None-None]",""
"passed","Mon Jan 01 12:16:17 GMT 2024","Mon Jan 01 12:16:19 GMT 2024","1428","","","","","","Validate Council Output [EastCambridgeshireCouncil-None-None]",""
"failed","Mon Jan 01 12:18:01 GMT 2024","Mon Jan 01 12:19:08 GMT 2024","66637","","","","","","Validate Council Output [NorthEastDerbyshireDistrictCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 01 12:17:53 GMT 2024","Mon Jan 01 12:17:56 GMT 2024","2946","","","","","","Validate Council Output [ErewashBoroughCouncil-None-None]",""
"passed","Mon Jan 01 12:19:38 GMT 2024","Mon Jan 01 12:19:39 GMT 2024","1481","","","","","","Validate Council Output [StokeOnTrentCityCouncil-None-None]",""
"passed","Mon Jan 01 12:16:16 GMT 2024","Mon Jan 01 12:16:26 GMT 2024","10669","","","","","","Validate Council Output [ChelmsfordCityCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 01 12:16:35 GMT 2024","Mon Jan 01 12:16:52 GMT 2024","17924","","","","","","Validate Council Output [BuckinghamshireCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 01 12:16:08 GMT 2024","Mon Jan 01 12:16:13 GMT 2024","4691","","","","","","Validate Council Output [DerbyshireDalesDistrictCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 01 12:17:57 GMT 2024","Mon Jan 01 12:18:02 GMT 2024","5092","","","","","","Validate Council Output [NorthKestevenDistrictCouncil-None-None]",""
"passed","Mon Jan 01 12:17:37 GMT 2024","Mon Jan 01 12:17:38 GMT 2024","1077","","","","","","Validate Council Output [NewarkAndSherwoodDC-None-None]",""
