"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Oct 13 00:13:18 GMT 2024","Sun Oct 13 00:13:18 GMT 2024","922","","","","","","Validate Council Output [BradfordMDC]",""
"passed","Sun Oct 13 00:20:40 GMT 2024","Sun Oct 13 00:20:42 GMT 2024","1579","","","","","","Validate Council Output [SouthDerbyshireDistrictCouncil]",""
"passed","Sun Oct 13 00:26:33 GMT 2024","Sun Oct 13 00:26:34 GMT 2024","1599","","","","","","Validate Council Output [StratfordUponAvonCouncil]",""
"passed","Sun Oct 13 00:26:08 GMT 2024","Sun Oct 13 00:26:10 GMT 2024","2575","","","","","","Validate Council Output [SheffieldCityCouncil]",""
"passed","Sun Oct 13 00:19:24 GMT 2024","Sun Oct 13 00:20:06 GMT 2024","42304","","","","","","Validate Council Output [NorthNorfolkDistrictCouncil]",""
"passed","Sun Oct 13 00:20:14 GMT 2024","Sun Oct 13 00:20:16 GMT 2024","1264","","","","","","Validate Council Output [RochdaleCouncil]",""
"passed","Sun Oct 13 00:32:23 GMT 2024","Sun Oct 13 00:32:28 GMT 2024","4298","","","","","","Validate Council Output [WokingBoroughCouncil]",""
"passed","Sun Oct 13 00:26:27 GMT 2024","Sun Oct 13 00:26:28 GMT 2024","1069","","","","","","Validate Council Output [SwanseaCouncil]",""
"passed","Sun Oct 13 00:19:36 GMT 2024","Sun Oct 13 00:19:40 GMT 2024","3820","","","","","","Validate Council Output [HaringeyCouncil]",""
"passed","Sun Oct 13 00:16:57 GMT 2024","Sun Oct 13 00:18:12 GMT 2024","74645","","","","","","Validate Council Output [MidAndEastAntrimBoroughCouncil]",""
"passed","Sun Oct 13 00:28:46 GMT 2024","Sun Oct 13 00:28:48 GMT 2024","1978","","","","","","Validate Council Output [TonbridgeAndMallingBC]",""
"passed","Sun Oct 13 00:15:26 GMT 2024","Sun Oct 13 00:15:27 GMT 2024","1190","","","","","","Validate Council Output [HuntingdonDistrictCouncil]",""
"passed","Sun Oct 13 00:13:19 GMT 2024","Sun Oct 13 00:14:26 GMT 2024","67062","","","","","","Validate Council Output [BrightonandHoveCityCouncil]",""
"passed","Sun Oct 13 00:11:40 GMT 2024","Sun Oct 13 00:11:44 GMT 2024","4358","","","","","","Validate Council Output [EalingCouncil]",""
"passed","Sun Oct 13 00:18:55 GMT 2024","Sun Oct 13 00:19:01 GMT 2024","5828","","","","","","Validate Council Output [LancasterCityCouncil]",""
"failed","Sun Oct 13 00:16:34 GMT 2024","Sun Oct 13 00:17:36 GMT 2024","62708","","","","","","Validate Council Output [KirkleesCouncil]",""
"passed","Sun Oct 13 00:31:01 GMT 2024","Sun Oct 13 00:32:08 GMT 2024","66249","","","","","","Validate Council Output [WakefieldCityCouncil]",""
"passed","Sun Oct 13 00:26:31 GMT 2024","Sun Oct 13 00:26:32 GMT 2024","1191","","","","","","Validate Council Output [StockportBoroughCouncil]",""
"passed","Sun Oct 13 00:14:41 GMT 2024","Sun Oct 13 00:14:43 GMT 2024","2101","","","","","","Validate Council Output [DorsetCouncil]",""
"passed","Sun Oct 13 00:06:26 GMT 2024","Sun Oct 13 00:06:31 GMT 2024","4462","","","","","","Validate Council Output [BirminghamCityCouncil]",""
"passed","Sun Oct 13 00:25:37 GMT 2024","Sun Oct 13 00:26:18 GMT 2024","41258","","","","","","Validate Council Output [ReigateAndBansteadBoroughCouncil]",""
"failed","Sun Oct 13 00:19:04 GMT 2024","Sun Oct 13 00:19:36 GMT 2024","31550","","","","","","Validate Council Output [HaltonBoroughCouncil]",""
"failed","Sun Oct 13 00:26:18 GMT 2024","Sun Oct 13 00:31:18 GMT 2024","300141","","","","","","Validate Council Output [RenfrewshireCouncil]",""
"passed","Sun Oct 13 00:13:12 GMT 2024","Sun Oct 13 00:13:14 GMT 2024","2170","","","","","","Validate Council Output [CheshireEastCouncil]",""
"passed","Sun Oct 13 00:14:40 GMT 2024","Sun Oct 13 00:14:41 GMT 2024","976","","","","","","Validate Council Output [DoncasterCouncil]",""
"failed","Sun Oct 13 00:20:42 GMT 2024","Sun Oct 13 00:25:42 GMT 2024","300008","","","","","","Validate Council Output [SouthKestevenDistrictCouncil]",""
"passed","Sun Oct 13 00:28:43 GMT 2024","Sun Oct 13 00:28:46 GMT 2024","3280","","","","","","Validate Council Output [TandridgeDistrictCouncil]",""
"passed","Sun Oct 13 00:14:19 GMT 2024","Sun Oct 13 00:14:46 GMT 2024","27143","","","","","","Validate Council Output [ChichesterDistrictCouncil]",""
"passed","Sun Oct 13 00:13:58 GMT 2024","Sun Oct 13 00:14:00 GMT 2024","1519","","","","","","Validate Council Output [DartfordBoroughCouncil]",""
"passed","Sun Oct 13 00:20:17 GMT 2024","Sun Oct 13 00:20:19 GMT 2024","2448","","","","","","Validate Council Output [RotherhamCouncil]",""
"passed","Sun Oct 13 00:06:25 GMT 2024","Sun Oct 13 00:06:29 GMT 2024","4039","","","","","","Validate Council Output [AylesburyValeCouncil]",""
"passed","Sun Oct 13 00:32:22 GMT 2024","Sun Oct 13 00:32:23 GMT 2024","1121","","","","","","Validate Council Output [WestNorthamptonshireCouncil]",""
"passed","Sun Oct 13 00:14:50 GMT 2024","Sun Oct 13 00:14:52 GMT 2024","1867","","","","","","Validate Council Output [FarehamBoroughCouncil]",""
"passed","Sun Oct 13 00:20:16 GMT 2024","Sun Oct 13 00:20:17 GMT 2024","1120","","","","","","Validate Council Output [RochfordCouncil]",""
"passed","Sun Oct 13 00:25:48 GMT 2024","Sun Oct 13 00:25:50 GMT 2024","2203","","","","","","Validate Council Output [SouthTynesideCouncil]",""
"failed","Sun Oct 13 00:01:24 GMT 2024","Sun Oct 13 00:06:24 GMT 2024","300614","","","","","","Validate Council Output [BuckinghamshireCouncil]",""
"passed","Sun Oct 13 00:11:35 GMT 2024","Sun Oct 13 00:11:40 GMT 2024","5085","","","","","","Validate Council Output [CrawleyBoroughCouncil]",""
"passed","Sun Oct 13 00:16:56 GMT 2024","Sun Oct 13 00:16:56 GMT 2024","611","","","","","","Validate Council Output [MansfieldDistrictCouncil]",""
"passed","Sun Oct 13 00:20:01 GMT 2024","Sun Oct 13 00:20:35 GMT 2024","33938","","","","","","Validate Council Output [NewcastleCityCouncil]",""
"passed","Sun Oct 13 00:20:37 GMT 2024","Sun Oct 13 00:20:39 GMT 2024","2540","","","","","","Validate Council Output [NewportCityCouncil]",""
"failed","Sun Oct 13 00:16:56 GMT 2024","Sun Oct 13 00:16:57 GMT 2024","746","","","","","","Validate Council Output [MertonCouncil]",""
"passed","Sun Oct 13 00:14:27 GMT 2024","Sun Oct 13 00:14:57 GMT 2024","29086","","","","","","Validate Council Output [BromleyBoroughCouncil]",""
"passed","Sun Oct 13 00:17:55 GMT 2024","Sun Oct 13 00:19:04 GMT 2024","68892","","","","","","Validate Council Output [GuildfordCouncil]",""
"passed","Sun Oct 13 00:14:54 GMT 2024","Sun Oct 13 00:15:36 GMT 2024","41271","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil]",""
"passed","Sun Oct 13 00:20:23 GMT 2024","Sun Oct 13 00:20:36 GMT 2024","13390","","","","","","Validate Council Output [RushcliffeBoroughCouncil]",""
"passed","Sun Oct 13 00:01:24 GMT 2024","Sun Oct 13 00:01:24 GMT 2024","866","","","","","","Validate Council Output [AdurAndWorthingCouncils]",""
"failed","Sun Oct 13 00:20:33 GMT 2024","Sun Oct 13 00:25:33 GMT 2024","300034","","","","","","Validate Council Output [NorthumberlandCouncil]",""
"passed","Sun Oct 13 00:32:18 GMT 2024","Sun Oct 13 00:33:00 GMT 2024","42045","","","","","","Validate Council Output [WinchesterCityCouncil]",""
"passed","Sun Oct 13 00:26:35 GMT 2024","Sun Oct 13 00:31:43 GMT 2024","307877","","","","","","Validate Council Output [TendringDistrictCouncil]",""
"passed","Sun Oct 13 00:10:39 GMT 2024","Sun Oct 13 00:11:33 GMT 2024","53811","","","","","","Validate Council Output [ColchesterCityCouncil]",""
"passed","Sun Oct 13 00:16:27 GMT 2024","Sun Oct 13 00:17:29 GMT 2024","62788","","","","","","Validate Council Output [EnfieldCouncil]",""
