"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 23 00:42:21 GMT 2024","Thu May 23 00:42:23 GMT 2024","2046","","","","","","Validate Council Output [TonbridgeAndMallingBC]",""
"passed","Thu May 23 00:39:16 GMT 2024","Thu May 23 00:39:17 GMT 2024","749","","","","","","Validate Council Output [NorthLanarkshireCouncil]",""
"passed","Thu May 23 00:30:28 GMT 2024","Thu May 23 00:30:29 GMT 2024","1223","","","","","","Validate Council Output [BarnsleyMBCouncil]",""
"passed","Thu May 23 00:39:07 GMT 2024","Thu May 23 00:39:11 GMT 2024","4351","","","","","","Validate Council Output [NorthEastLincs]",""
"passed","Thu May 23 00:28:24 GMT 2024","Thu May 23 00:30:17 GMT 2024","112670","","","","","","Validate Council Output [BuckinghamshireCouncil]",""
"passed","Thu May 23 00:30:43 GMT 2024","Thu May 23 00:30:45 GMT 2024","1476","","","","","","Validate Council Output [EastleighBoroughCouncil]",""
"passed","Thu May 23 00:30:17 GMT 2024","Thu May 23 00:30:18 GMT 2024","1756","","","","","","Validate Council Output [BuryCouncil]",""
"passed","Thu May 23 00:38:31 GMT 2024","Thu May 23 00:38:32 GMT 2024","800","","","","","","Validate Council Output [NorthNorthamptonshireCouncil]",""
"passed","Thu May 23 00:42:23 GMT 2024","Thu May 23 00:42:24 GMT 2024","1147","","","","","","Validate Council Output [TorbayCouncil]",""
"passed","Thu May 23 00:32:21 GMT 2024","Thu May 23 00:32:22 GMT 2024","1307","","","","","","Validate Council Output [EnvironmentFirst]",""
"passed","Thu May 23 00:42:11 GMT 2024","Thu May 23 00:42:12 GMT 2024","1591","","","","","","Validate Council Output [StratfordUponAvonCouncil]",""
"passed","Thu May 23 00:28:20 GMT 2024","Thu May 23 00:28:27 GMT 2024","7093","","","","","","Validate Council Output [ArunCouncil]",""
"passed","Thu May 23 00:42:27 GMT 2024","Thu May 23 00:42:34 GMT 2024","6328","","","","","","Validate Council Output [WakefieldCityCouncil]",""
"passed","Thu May 23 00:32:25 GMT 2024","Thu May 23 00:32:27 GMT 2024","2665","","","","","","Validate Council Output [FenlandDistrictCouncil]",""
"failed","Thu May 23 00:41:55 GMT 2024","Thu May 23 00:42:08 GMT 2024","12295","","","","","","Validate Council Output [SouthOxfordshireCouncil]",""
"passed","Thu May 23 00:42:20 GMT 2024","Thu May 23 00:42:21 GMT 2024","1083","","","","","","Validate Council Output [SouthAyrshireCouncil]",""
"passed","Thu May 23 00:44:27 GMT 2024","Thu May 23 00:44:36 GMT 2024","9570","","","","","","Validate Council Output [TestValleyBoroughCouncil]",""
"passed","Thu May 23 00:31:57 GMT 2024","Thu May 23 00:32:02 GMT 2024","5009","","","","","","Validate Council Output [LancasterCityCouncil]",""
"passed","Thu May 23 00:42:56 GMT 2024","Thu May 23 00:42:58 GMT 2024","2070","","","","","","Validate Council Output [WyreCouncil]",""
"passed","Thu May 23 00:28:19 GMT 2024","Thu May 23 00:28:21 GMT 2024","1727","","","","","","Validate Council Output [CheshireEastCouncil]",""
"passed","Thu May 23 00:42:33 GMT 2024","Thu May 23 00:42:35 GMT 2024","2525","","","","","","Validate Council Output [WealdenDistrictCouncil]",""
"passed","Thu May 23 00:32:02 GMT 2024","Thu May 23 00:32:47 GMT 2024","44333","","","","","","Validate Council Output [LeedsCityCouncil]",""
"passed","Thu May 23 00:41:40 GMT 2024","Thu May 23 00:41:42 GMT 2024","1501","","","","","","Validate Council Output [RochdaleCouncil]",""
"passed","Thu May 23 00:38:55 GMT 2024","Thu May 23 00:41:26 GMT 2024","150713","","","","","","Validate Council Output [NorthWestLeicestershire]",""
"failed","Thu May 23 00:42:26 GMT 2024","Thu May 23 00:44:41 GMT 2024","135219","","","","","","Validate Council Output [ValeofGlamorganCouncil]",""
"failed","Thu May 23 00:32:40 GMT 2024","Thu May 23 00:37:39 GMT 2024","298937","","","","","","Validate Council Output [NeathPortTalbotCouncil]",""
"passed","Thu May 23 00:30:56 GMT 2024","Thu May 23 00:31:37 GMT 2024","40575","","","","","","Validate Council Output [BromleyBoroughCouncil]",""
"passed","Thu May 23 00:38:32 GMT 2024","Thu May 23 00:38:35 GMT 2024","2628","","","","","","Validate Council Output [NewportCityCouncil]",""
"failed","Thu May 23 00:28:29 GMT 2024","Thu May 23 00:30:28 GMT 2024","119127","","","","","","Validate Council Output [BarnetCouncil]",""
"passed","Thu May 23 00:42:27 GMT 2024","Thu May 23 00:42:33 GMT 2024","5958","","","","","","Validate Council Output [WaverleyBoroughCouncil]",""
"passed","Thu May 23 00:30:40 GMT 2024","Thu May 23 00:30:44 GMT 2024","3730","","","","","","Validate Council Output [CardiffCouncil]",""
"passed","Thu May 23 00:38:57 GMT 2024","Thu May 23 00:41:33 GMT 2024","155734","","","","","","Validate Council Output [HighPeakCouncil]",""
"passed","Thu May 23 00:41:42 GMT 2024","Thu May 23 00:41:42 GMT 2024","757","","","","","","Validate Council Output [RochfordCouncil]",""
"passed","Thu May 23 00:42:11 GMT 2024","Thu May 23 00:42:20 GMT 2024","9162","","","","","","Validate Council Output [SomersetCouncil]",""
"passed","Thu May 23 00:41:26 GMT 2024","Thu May 23 00:41:28 GMT 2024","2471","","","","","","Validate Council Output [NorthYorkshire]",""
"failed","Thu May 23 00:41:54 GMT 2024","Thu May 23 00:41:55 GMT 2024","1485","","","","","","Validate Council Output [SouthNorfolkCouncil]",""
"passed","Thu May 23 00:38:53 GMT 2024","Thu May 23 00:38:57 GMT 2024","4377","","","","","","Validate Council Output [HarrogateBoroughCouncil]",""
"passed","Thu May 23 00:42:42 GMT 2024","Thu May 23 00:42:50 GMT 2024","8221","","","","","","Validate Council Output [WestLothianCouncil]",""
"passed","Thu May 23 00:42:10 GMT 2024","Thu May 23 00:42:10 GMT 2024","663","","","","","","Validate Council Output [SouthGloucestershireCouncil]",""
"passed","Thu May 23 00:42:12 GMT 2024","Thu May 23 00:42:18 GMT 2024","5991","","","","","","Validate Council Output [SunderlandCityCouncil]",""
"failed","Thu May 23 00:32:48 GMT 2024","Thu May 23 00:33:49 GMT 2024","60776","","","","","","Validate Council Output [LondonBoroughHounslow]",""
"passed","Thu May 23 00:42:22 GMT 2024","Thu May 23 00:42:23 GMT 2024","1019","","","","","","Validate Council Output [TelfordAndWrekinCouncil]",""
"passed","Thu May 23 00:42:08 GMT 2024","Thu May 23 00:42:09 GMT 2024","1156","","","","","","Validate Council Output [StockportBoroughCouncil]",""
"passed","Thu May 23 00:28:19 GMT 2024","Thu May 23 00:28:24 GMT 2024","4750","","","","","","Validate Council Output [BroxtoweBoroughCouncil]",""
"passed","Thu May 23 00:42:09 GMT 2024","Thu May 23 00:42:11 GMT 2024","1330","","","","","","Validate Council Output [SolihullCouncil]",""
"passed","Thu May 23 00:41:30 GMT 2024","Thu May 23 00:41:31 GMT 2024","699","","","","","","Validate Council Output [RushmoorCouncil]",""
"passed","Thu May 23 00:33:49 GMT 2024","Thu May 23 00:37:47 GMT 2024","238563","","","","","","Validate Council Output [LondonBoroughRedbridge]",""
"passed","Thu May 23 00:41:46 GMT 2024","Thu May 23 00:42:08 GMT 2024","22225","","","","","","Validate Council Output [RushcliffeBoroughCouncil]",""
"failed","Thu May 23 00:31:33 GMT 2024","Thu May 23 00:31:54 GMT 2024","21701","","","","","","Validate Council Output [MertonCouncil]",""
"passed","Thu May 23 00:41:51 GMT 2024","Thu May 23 00:41:54 GMT 2024","2288","","","","","","Validate Council Output [SheffieldCityCouncil]",""
"passed","Thu May 23 00:28:39 GMT 2024","Thu May 23 00:30:33 GMT 2024","113288","","","","","","Validate Council Output [ChorleyCouncil]",""
"passed","Thu May 23 00:42:10 GMT 2024","Thu May 23 00:42:11 GMT 2024","679","","","","","","Validate Council Output [SouthLanarkshireCouncil]",""
"passed","Thu May 23 00:37:39 GMT 2024","Thu May 23 00:37:40 GMT 2024","810","","","","","","Validate Council Output [NewarkAndSherwoodDC]",""
"passed","Thu May 23 00:30:40 GMT 2024","Thu May 23 00:30:42 GMT 2024","1848","","","","","","Validate Council Output [DurhamCouncil]",""
"passed","Thu May 23 00:42:23 GMT 2024","Thu May 23 00:42:26 GMT 2024","2853","","","","","","Validate Council Output [TorridgeDistrictCouncil]",""
"failed","Thu May 23 00:37:50 GMT 2024","Thu May 23 00:37:51 GMT 2024","1297","","","","","","Validate Council Output [ManchesterCityCouncil]",""
"failed","Thu May 23 00:32:39 GMT 2024","Thu May 23 00:32:39 GMT 2024","499","","","","","","Validate Council Output [MiltonKeynesCityCouncil]",""
"failed","Thu May 23 00:30:45 GMT 2024","Thu May 23 00:31:24 GMT 2024","39450","","","","","","Validate Council Output [EastLindseyDistrictCouncil]",""
"passed","Thu May 23 00:28:27 GMT 2024","Thu May 23 00:28:29 GMT 2024","1300","","","","","","Validate Council Output [AylesburyValeCouncil]",""
"passed","Thu May 23 00:32:39 GMT 2024","Thu May 23 00:32:40 GMT 2024","550","","","","","","Validate Council Output [MoleValleyDistrictCouncil]",""
"passed","Thu May 23 00:42:37 GMT 2024","Thu May 23 00:42:38 GMT 2024","985","","","","","","Validate Council Output [WestLindseyDistrictCouncil]",""
