"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 01 00:50:55 GMT 2024","Mon Jul 01 00:50:58 GMT 2024","2815","","","","","","Validate Council Output [WelhatCouncil]",""
"passed","Mon Jul 01 00:40:40 GMT 2024","Mon Jul 01 00:40:43 GMT 2024","3117","","","","","","Validate Council Output [ErewashBoroughCouncil]",""
"passed","Mon Jul 01 00:34:32 GMT 2024","Mon Jul 01 00:34:34 GMT 2024","1590","","","","","","Validate Council Output [CharnwoodBoroughCouncil]",""
"passed","Mon Jul 01 00:44:48 GMT 2024","Mon Jul 01 00:44:50 GMT 2024","2235","","","","","","Validate Council Output [NottinghamCityCouncil]",""
"passed","Mon Jul 01 00:43:35 GMT 2024","Mon Jul 01 00:43:37 GMT 2024","1683","","","","","","Validate Council Output [NorthYorkshire]",""
"passed","Mon Jul 01 00:41:02 GMT 2024","Mon Jul 01 00:41:03 GMT 2024","1194","","","","","","Validate Council Output [HuntingdonDistrictCouncil]",""
"passed","Mon Jul 01 00:40:34 GMT 2024","Mon Jul 01 00:40:34 GMT 2024","800","","","","","","Validate Council Output [LisburnCastlereaghCityCouncil]",""
"passed","Mon Jul 01 00:36:11 GMT 2024","Mon Jul 01 00:36:13 GMT 2024","2124","","","","","","Validate Council Output [HaringeyCouncil]",""
"passed","Mon Jul 01 00:34:28 GMT 2024","Mon Jul 01 00:34:49 GMT 2024","20502","","","","","","Validate Council Output [BoltonCouncil]",""
"failed","Mon Jul 01 00:44:50 GMT 2024","Mon Jul 01 00:47:22 GMT 2024","151567","","","","","","Validate Council Output [SouthKestevenDistrictCouncil]",""
"failed","Mon Jul 01 00:35:03 GMT 2024","Mon Jul 01 00:35:44 GMT 2024","40915","","","","","","Validate Council Output [EastLindseyDistrictCouncil]",""
"passed","Mon Jul 01 00:36:13 GMT 2024","Mon Jul 01 00:36:15 GMT 2024","2201","","","","","","Validate Council Output [HarrogateBoroughCouncil]",""
