"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 04 20:07:35 GMT 2024","Thu Jan 04 20:07:39 GMT 2024","4345","","","","","","Validate Council Output [ShropshireCouncil-None-None]",""
"passed","Thu Jan 04 20:06:06 GMT 2024","Thu Jan 04 20:06:07 GMT 2024","1249","","","","","","Validate Council Output [GedlingBoroughCouncil-None-None]",""
"passed","Thu Jan 04 20:05:47 GMT 2024","Thu Jan 04 20:05:58 GMT 2024","10518","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 04 20:06:25 GMT 2024","Thu Jan 04 20:06:27 GMT 2024","2149","","","","","","Validate Council Output [HaringeyCouncil-None-None]",""
"passed","Thu Jan 04 20:07:55 GMT 2024","Thu Jan 04 20:08:03 GMT 2024","8592","","","","","","Validate Council Output [WakefieldCityCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 04 20:06:55 GMT 2024","Thu Jan 04 20:06:56 GMT 2024","950","","","","","","Validate Council Output [NorthNorthamptonshireCouncil-None-None]",""
"passed","Thu Jan 04 20:08:20 GMT 2024","Thu Jan 04 20:08:37 GMT 2024","17062","","","","","","Validate Council Output [WiltshireCouncil-None-None]",""
"passed","Thu Jan 04 20:07:35 GMT 2024","Thu Jan 04 20:07:38 GMT 2024","3468","","","","","","Validate Council Output [SouthOxfordshireCouncil-None-None]",""
"passed","Thu Jan 04 20:05:43 GMT 2024","Thu Jan 04 20:05:44 GMT 2024","704","","","","","","Validate Council Output [BathAndNorthEastSomersetCouncil-None-None]",""
"passed","Thu Jan 04 20:06:49 GMT 2024","Thu Jan 04 20:06:55 GMT 2024","6142","","","","","","Validate Council Output [NorthNorfolkDistrictCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 04 20:06:32 GMT 2024","Thu Jan 04 20:06:39 GMT 2024","6666","","","","","","Validate Council Output [NewcastleCityCouncil-None-None]",""
"passed","Thu Jan 04 20:08:22 GMT 2024","Thu Jan 04 20:08:22 GMT 2024","505","","","","","","Validate Council Output [YorkCouncil-None-None]",""
"failed","Thu Jan 04 20:06:47 GMT 2024","Thu Jan 04 20:06:48 GMT 2024","645","","","","","","Validate Council Output [MidSussexDistrictCouncil-None-None]",""
"passed","Thu Jan 04 20:07:05 GMT 2024","Thu Jan 04 20:07:09 GMT 2024","3782","","","","","","Validate Council Output [NottinghamCityCouncil-None-None]",""
"passed","Thu Jan 04 20:08:11 GMT 2024","Thu Jan 04 20:08:14 GMT 2024","3279","","","","","","Validate Council Output [WiganBoroughCouncil-None-None]",""
"passed","Thu Jan 04 20:07:50 GMT 2024","Thu Jan 04 20:07:52 GMT 2024","2085","","","","","","Validate Council Output [TonbridgeAndMallingBC-None-None]",""
"failed","Thu Jan 04 20:05:56 GMT 2024","Thu Jan 04 20:05:57 GMT 2024","759","","","","","","Validate Council Output [KingstonUponThamesCouncil-None-None]",""
"failed","Thu Jan 04 20:07:33 GMT 2024","Thu Jan 04 20:07:35 GMT 2024","1859","","","","","","Validate Council Output [SouthNorfolkCouncil-None-None]",""
"passed","Thu Jan 04 20:05:31 GMT 2024","Thu Jan 04 20:05:33 GMT 2024","1851","","","","","","Validate Council Output [CrawleyBoroughCouncil-None-None]",""
"passed","Thu Jan 04 20:07:39 GMT 2024","Thu Jan 04 20:07:49 GMT 2024","9651","","","","","","Validate Council Output [StaffordshireMoorlandsDistrictCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 04 20:05:42 GMT 2024","Thu Jan 04 20:05:43 GMT 2024","1405","","","","","","Validate Council Output [BasingstokeCouncil-None-None]",""
"passed","Thu Jan 04 20:10:01 GMT 2024","Thu Jan 04 20:10:04 GMT 2024","2711","","","","","","Validate Council Output [TorridgeDistrictCouncil-None-None]",""
"failed","Thu Jan 04 20:07:50 GMT 2024","Thu Jan 04 20:10:01 GMT 2024","130591","","","","","","Validate Council Output [TamesideMBCouncil-None-None]",""
"passed","Thu Jan 04 20:05:37 GMT 2024","Thu Jan 04 20:05:39 GMT 2024","1838","","","","","","Validate Council Output [BuryCouncil-None-None]",""
"passed","Thu Jan 04 20:08:03 GMT 2024","Thu Jan 04 20:08:04 GMT 2024","1010","","","","","","Validate Council Output [WestLindseyDistrictCouncil-None-None]",""
"passed","Thu Jan 04 20:07:49 GMT 2024","Thu Jan 04 20:07:50 GMT 2024","1504","","","","","","Validate Council Output [StratfordUponAvonCouncil-None-None]",""
"passed","Thu Jan 04 20:08:14 GMT 2024","Thu Jan 04 20:08:17 GMT 2024","3042","","","","","","Validate Council Output [WindsorAndMaidenheadCouncil-None-None]",""
"passed","Thu Jan 04 20:05:45 GMT 2024","Thu Jan 04 20:05:47 GMT 2024","1321","","","","","","Validate Council Output [BlackburnCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 04 20:05:51 GMT 2024","Thu Jan 04 20:05:58 GMT 2024","7248","","","","","","Validate Council Output [BrightonandHoveCityCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 04 20:07:24 GMT 2024","Thu Jan 04 20:07:26 GMT 2024","1730","","","","","","Validate Council Output [SalfordCityCouncil-None-None]",""
"failed","Thu Jan 04 20:06:48 GMT 2024","Thu Jan 04 20:06:48 GMT 2024","3","","","","","","Validate Council Output [MiltonKeynesCityCouncil-None-None]",""
"passed","Thu Jan 04 20:06:48 GMT 2024","Thu Jan 04 20:06:56 GMT 2024","8371","","","","","","Validate Council Output [NorthTynesideCouncil-None-None]",""
"passed","Thu Jan 04 20:07:20 GMT 2024","Thu Jan 04 20:07:24 GMT 2024","3695","","","","","","Validate Council Output [RushcliffeBoroughCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 04 20:09:33 GMT 2024","Thu Jan 04 20:09:48 GMT 2024","15537","","","","","","Validate Council Output [ReigateAndBansteadBoroughCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 04 20:07:26 GMT 2024","Thu Jan 04 20:07:28 GMT 2024","2161","","","","","","Validate Council Output [ErewashBoroughCouncil-None-None]",""
"passed","Thu Jan 04 20:06:07 GMT 2024","Thu Jan 04 20:06:09 GMT 2024","2431","","","","","","Validate Council Output [GlasgowCityCouncil-None-None]",""
"passed","Thu Jan 04 20:07:10 GMT 2024","Thu Jan 04 20:07:12 GMT 2024","2058","","","","","","Validate Council Output [RhonddaCynonTaffCouncil-None-None]",""
"passed","Thu Jan 04 20:05:33 GMT 2024","Thu Jan 04 20:05:39 GMT 2024","5626","","","","","","Validate Council Output [CroydonCouncil-None-None]",""
"passed","Thu Jan 04 20:05:41 GMT 2024","Thu Jan 04 20:05:42 GMT 2024","1086","","","","","","Validate Council Output [BarnsleyMBCouncil-None-None]",""
"passed","Thu Jan 04 20:05:31 GMT 2024","Thu Jan 04 20:05:31 GMT 2024","792","","","","","","Validate Council Output [ConwyCountyBorough-None-None]",""
"failed","Thu Jan 04 20:06:16 GMT 2024","Thu Jan 04 20:06:19 GMT 2024","2900","","","","","","Validate Council Output [LondonBoroughHounslow-None-None]",""
"passed","Thu Jan 04 20:07:52 GMT 2024","Thu Jan 04 20:07:54 GMT 2024","1543","","","","","","Validate Council Output [TorbayCouncil-None-None]",""
"passed","Thu Jan 04 20:06:30 GMT 2024","Thu Jan 04 20:06:38 GMT 2024","8081","","","","","","Validate Council Output [HighPeakCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 04 20:05:58 GMT 2024","Thu Jan 04 20:06:04 GMT 2024","5401","","","","","","Validate Council Output [BristolCityCouncil-None-None]",""
"failed","Thu Jan 04 20:05:55 GMT 2024","Thu Jan 04 20:05:56 GMT 2024","1206","","","","","","Validate Council Output [HuntingdonDistrictCouncil-None-None]",""
"failed","Thu Jan 04 20:06:03 GMT 2024","Thu Jan 04 20:07:06 GMT 2024","63485","","","","","","Validate Council Output [EastRidingCouncil-http://selenium:4444-local]",""
"passed","Thu Jan 04 20:07:54 GMT 2024","Thu Jan 04 20:08:00 GMT 2024","5586","","","","","","Validate Council Output [ValeofWhiteHorseCouncil-None-None]",""
"passed","Thu Jan 04 20:05:57 GMT 2024","Thu Jan 04 20:06:04 GMT 2024","6747","","","","","","Validate Council Output [LancasterCityCouncil-None-None]",""
