"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 08 00:30:36 GMT 2024","Mon Jan 08 00:30:38 GMT 2024","2726","","","","","","Validate Council Output [NorthTynesideCouncil-None-None]",""
"passed","Mon Jan 08 00:31:21 GMT 2024","Mon Jan 08 00:31:22 GMT 2024","807","","","","","","Validate Council Output [SouthLanarkshireCouncil-None-None]",""
"passed","Mon Jan 08 00:33:38 GMT 2024","Mon Jan 08 00:33:41 GMT 2024","2255","","","","","","Validate Council Output [TonbridgeAndMallingBC-None-None]",""
"passed","Mon Jan 08 00:29:16 GMT 2024","Mon Jan 08 00:29:51 GMT 2024","35375","","","","","","Validate Council Output [HighPeakCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 08 00:31:38 GMT 2024","Mon Jan 08 00:31:43 GMT 2024","5539","","","","","","Validate Council Output [TorbayCouncil-None-None]",""
"passed","Mon Jan 08 00:29:13 GMT 2024","Mon Jan 08 00:29:16 GMT 2024","2487","","","","","","Validate Council Output [HarrogateBoroughCouncil-None-None]",""
"passed","Mon Jan 08 00:28:31 GMT 2024","Mon Jan 08 00:28:39 GMT 2024","7605","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 08 00:30:54 GMT 2024","Mon Jan 08 00:30:58 GMT 2024","3148","","","","","","Validate Council Output [OldhamCouncil-None-None]",""
"passed","Mon Jan 08 00:31:13 GMT 2024","Mon Jan 08 00:31:21 GMT 2024","8705","","","","","","Validate Council Output [SomersetCouncil-None-None]",""
"passed","Mon Jan 08 00:27:54 GMT 2024","Mon Jan 08 00:29:25 GMT 2024","91001","","","","","","Validate Council Output [ChelmsfordCityCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 08 00:32:12 GMT 2024","Mon Jan 08 00:32:12 GMT 2024","494","","","","","","Validate Council Output [YorkCouncil-None-None]",""
"passed","Mon Jan 08 00:28:13 GMT 2024","Mon Jan 08 00:28:15 GMT 2024","1558","","","","","","Validate Council Output [BuryCouncil-None-None]",""
"failed","Mon Jan 08 00:31:27 GMT 2024","Mon Jan 08 00:31:27 GMT 2024","739","","","","","","Validate Council Output [SwaleBoroughCouncil-None-None]",""
"passed","Mon Jan 08 00:30:26 GMT 2024","Mon Jan 08 00:30:36 GMT 2024","10028","","","","","","Validate Council Output [LondonBoroughRedbridge-http://selenium:4444-local]",""
"passed","Mon Jan 08 00:32:04 GMT 2024","Mon Jan 08 00:32:08 GMT 2024","3574","","","","","","Validate Council Output [WiltshireCouncil-None-None]",""
"passed","Mon Jan 08 00:30:17 GMT 2024","Mon Jan 08 00:30:18 GMT 2024","1150","","","","","","Validate Council Output [LiverpoolCityCouncil-None-None]",""
"passed","Mon Jan 08 00:31:14 GMT 2024","Mon Jan 08 00:31:16 GMT 2024","1794","","","","","","Validate Council Output [SouthCambridgeshireCouncil-None-None]",""
"passed","Mon Jan 08 00:33:23 GMT 2024","Mon Jan 08 00:33:36 GMT 2024","13523","","","","","","Validate Council Output [ReigateAndBansteadBoroughCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 08 00:30:38 GMT 2024","Mon Jan 08 00:30:43 GMT 2024","4713","","","","","","Validate Council Output [NorthumberlandCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 08 00:30:53 GMT 2024","Mon Jan 08 00:30:54 GMT 2024","792","","","","","","Validate Council Output [MidSussexDistrictCouncil-None-None]",""
"passed","Mon Jan 08 00:31:22 GMT 2024","Mon Jan 08 00:31:45 GMT 2024","23115","","","","","","Validate Council Output [StaffordshireMoorlandsDistrictCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 08 00:27:54 GMT 2024","Mon Jan 08 00:29:08 GMT 2024","74129","","","","","","Validate Council Output [BexleyCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 08 00:31:28 GMT 2024","Mon Jan 08 00:33:38 GMT 2024","130659","","","","","","Validate Council Output [TamesideMBCouncil-None-None]",""
"passed","Mon Jan 08 00:28:15 GMT 2024","Mon Jan 08 00:28:20 GMT 2024","5468","","","","","","Validate Council Output [CalderdaleCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 08 00:33:22 GMT 2024","Mon Jan 08 00:33:23 GMT 2024","543","","","","","","Validate Council Output [ReadingBoroughCouncil-None-None]",""
"passed","Mon Jan 08 00:30:07 GMT 2024","Mon Jan 08 00:30:09 GMT 2024","2387","","","","","","Validate Council Output [ErewashBoroughCouncil-None-None]",""
"passed","Mon Jan 08 00:28:23 GMT 2024","Mon Jan 08 00:28:25 GMT 2024","1925","","","","","","Validate Council Output [DorsetCouncil-None-None]",""
"failed","Mon Jan 08 00:29:59 GMT 2024","Mon Jan 08 00:30:25 GMT 2024","25302","","","","","","Validate Council Output [MertonCouncil-None-None]",""
"passed","Mon Jan 08 00:32:01 GMT 2024","Mon Jan 08 00:32:04 GMT 2024","3316","","","","","","Validate Council Output [WiganBoroughCouncil-None-None]",""
"passed","Mon Jan 08 00:30:48 GMT 2024","Mon Jan 08 00:30:54 GMT 2024","5529","","","","","","Validate Council Output [NorthSomersetCouncil-None-None]",""
"passed","Mon Jan 08 00:31:33 GMT 2024","Mon Jan 08 00:31:38 GMT 2024","5041","","","","","","Validate Council Output [StratfordUponAvonCouncil-None-None]",""
"passed","Mon Jan 08 00:28:20 GMT 2024","Mon Jan 08 00:28:21 GMT 2024","1178","","","","","","Validate Council Output [CannockChaseDistrictCouncil-None-None]",""
"passed","Mon Jan 08 00:29:26 GMT 2024","Mon Jan 08 00:29:28 GMT 2024","1860","","","","","","Validate Council Output [CrawleyBoroughCouncil-None-None]",""
"passed","Mon Jan 08 00:31:23 GMT 2024","Mon Jan 08 00:31:26 GMT 2024","2210","","","","","","Validate Council Output [StockportBoroughCouncil-None-None]",""
"failed","Mon Jan 08 00:32:03 GMT 2024","Mon Jan 08 00:32:17 GMT 2024","14342","","","","","","Validate Council Output [WestSuffolkCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 08 00:30:22 GMT 2024","Mon Jan 08 00:31:27 GMT 2024","65123","","","","","","Validate Council Output [NorthEastDerbyshireDistrictCouncil-http://selenium:4444-local]",""
