"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 18 02:04:36 GMT 2023","Tue Jul 18 02:04:38 GMT 2023","1310","","","","","","Validate Council Output [CharnwoodBoroughCouncil]",""
"passed","Tue Jul 18 02:04:40 GMT 2023","Tue Jul 18 02:04:40 GMT 2023","871","","","","","","Validate Council Output [BexleyCouncil]",""
"passed","Tue Jul 18 02:05:45 GMT 2023","Tue Jul 18 02:08:03 GMT 2023","137500","","","","","","Validate Council Output [LeedsCityCouncil]",""
"passed","Tue Jul 18 02:05:55 GMT 2023","Tue Jul 18 02:05:56 GMT 2023","1564","","","","","","Validate Council Output [EastCambridgeshireCouncil]",""
"passed","Tue Jul 18 02:06:26 GMT 2023","Tue Jul 18 02:06:28 GMT 2023","1836","","","","","","Validate Council Output [RochdaleCouncil]",""
"failed","Tue Jul 18 02:08:17 GMT 2023","Tue Jul 18 02:08:17 GMT 2023","3","","","","","","Validate Council Output [MiltonKeynesCityCouncil]",""
"passed","Tue Jul 18 02:05:40 GMT 2023","Tue Jul 18 02:05:41 GMT 2023","1726","","","","","","Validate Council Output [CrawleyBoroughCouncil]",""
"passed","Tue Jul 18 02:05:17 GMT 2023","Tue Jul 18 02:05:20 GMT 2023","2647","","","","","","Validate Council Output [ErewashBoroughCouncil]",""
"passed","Tue Jul 18 02:05:13 GMT 2023","Tue Jul 18 02:05:15 GMT 2023","1609","","","","","","Validate Council Output [EastleighBoroughCouncil]",""
"passed","Tue Jul 18 02:04:38 GMT 2023","Tue Jul 18 02:04:40 GMT 2023","1735","","","","","","Validate Council Output [BCPCouncil]",""
"passed","Tue Jul 18 02:08:48 GMT 2023","Tue Jul 18 02:08:53 GMT 2023","4952","","","","","","Validate Council Output [TorridgeDistrictCouncil]",""
"passed","Tue Jul 18 02:05:23 GMT 2023","Tue Jul 18 02:05:29 GMT 2023","6305","","","","","","Validate Council Output [GlasgowCityCouncil]",""
"passed","Tue Jul 18 02:05:36 GMT 2023","Tue Jul 18 02:05:40 GMT 2023","4584","","","","","","Validate Council Output [HuntingdonDistrictCouncil]",""
"passed","Tue Jul 18 02:09:07 GMT 2023","Tue Jul 18 02:09:09 GMT 2023","2209","","","","","","Validate Council Output [WiganBoroughCouncil]",""
"passed","Tue Jul 18 02:08:19 GMT 2023","Tue Jul 18 02:08:47 GMT 2023","28378","","","","","","Validate Council Output [NewcastleCityCouncil]",""
"passed","Tue Jul 18 02:08:04 GMT 2023","Tue Jul 18 02:08:06 GMT 2023","2651","","","","","","Validate Council Output [LondonBoroughHounslow]",""
"passed","Tue Jul 18 02:06:51 GMT 2023","Tue Jul 18 02:06:53 GMT 2023","2109","","","","","","Validate Council Output [SouthOxfordshireCouncil]",""
"passed","Tue Jul 18 02:06:49 GMT 2023","Tue Jul 18 02:06:49 GMT 2023","616","","","","","","Validate Council Output [SouthLanarkshireCouncil]",""
"passed","Tue Jul 18 02:06:58 GMT 2023","Tue Jul 18 02:07:21 GMT 2023","23030","","","","","","Validate Council Output [SwaleBoroughCouncil]",""
"passed","Tue Jul 18 02:04:36 GMT 2023","Tue Jul 18 02:04:38 GMT 2023","1519","","","","","","Validate Council Output [BasingstokeCouncil]",""
"passed","Tue Jul 18 02:05:29 GMT 2023","Tue Jul 18 02:05:36 GMT 2023","6371","","","","","","Validate Council Output [HighPeakCouncil]",""
"passed","Tue Jul 18 02:05:13 GMT 2023","Tue Jul 18 02:05:13 GMT 2023","604","","","","","","Validate Council Output [EastDevonDC]",""
"passed","Tue Jul 18 02:09:25 GMT 2023","Tue Jul 18 02:09:29 GMT 2023","4476","","","","","","Validate Council Output [YorkCouncil]",""
"passed","Tue Jul 18 02:06:33 GMT 2023","Tue Jul 18 02:06:35 GMT 2023","1827","","","","","","Validate Council Output [SalfordCityCouncil]",""
"passed","Tue Jul 18 02:05:40 GMT 2023","Tue Jul 18 02:05:45 GMT 2023","4782","","","","","","Validate Council Output [KingstonUponThamesCouncil]",""
"passed","Tue Jul 18 02:05:20 GMT 2023","Tue Jul 18 02:05:23 GMT 2023","3026","","","","","","Validate Council Output [FenlandDistrictCouncil]",""
"passed","Tue Jul 18 02:08:10 GMT 2023","Tue Jul 18 02:08:14 GMT 2023","4139","","","","","","Validate Council Output [ManchesterCityCouncil]",""
"passed","Tue Jul 18 02:06:35 GMT 2023","Tue Jul 18 02:06:37 GMT 2023","2476","","","","","","Validate Council Output [SheffieldCityCouncil]",""
"passed","Tue Jul 18 02:04:56 GMT 2023","Tue Jul 18 02:05:40 GMT 2023","43659","","","","","","Validate Council Output [Chilterns]",""
"passed","Tue Jul 18 02:06:21 GMT 2023","Tue Jul 18 02:06:26 GMT 2023","5538","","","","","","Validate Council Output [PrestonCityCouncil]",""
"failed","Tue Jul 18 02:04:45 GMT 2023","Tue Jul 18 02:04:45 GMT 2023","3","","","","","","Validate Council Output [BoltonCouncil]",""
"passed","Tue Jul 18 02:08:16 GMT 2023","Tue Jul 18 02:08:17 GMT 2023","1774","","","","","","Validate Council Output [MidSussexDistrictCouncil]",""
"passed","Tue Jul 18 02:05:15 GMT 2023","Tue Jul 18 02:05:16 GMT 2023","1251","","","","","","Validate Council Output [EastNorthamptonshireCouncil]",""
"passed","Tue Jul 18 02:05:16 GMT 2023","Tue Jul 18 02:05:17 GMT 2023","1204","","","","","","Validate Council Output [EastRidingCouncil]",""
"passed","Tue Jul 18 02:09:09 GMT 2023","Tue Jul 18 02:09:12 GMT 2023","2881","","","","","","Validate Council Output [WiltshireCouncil]",""
"passed","Tue Jul 18 02:06:55 GMT 2023","Tue Jul 18 02:06:55 GMT 2023","559","","","","","","Validate Council Output [StHelensBC]",""
"passed","Tue Jul 18 02:05:46 GMT 2023","Tue Jul 18 02:05:50 GMT 2023","4288","","","","","","Validate Council Output [DerbyshireDalesDistrictCouncil]",""
"passed","Tue Jul 18 02:06:28 GMT 2023","Tue Jul 18 02:06:32 GMT 2023","3766","","","","","","Validate Council Output [RushcliffeBoroughCouncil]",""
"passed","Tue Jul 18 02:08:53 GMT 2023","Tue Jul 18 02:08:56 GMT 2023","2237","","","","","","Validate Council Output [ValeofGlamorganCouncil]",""
"passed","Tue Jul 18 02:08:14 GMT 2023","Tue Jul 18 02:08:16 GMT 2023","1836","","","","","","Validate Council Output [MertonCouncil]",""
"passed","Tue Jul 18 02:06:49 GMT 2023","Tue Jul 18 02:06:51 GMT 2023","1539","","","","","","Validate Council Output [SouthNorfolkCouncil]",""
"passed","Tue Jul 18 02:06:15 GMT 2023","Tue Jul 18 02:06:16 GMT 2023","1425","","","","","","Validate Council Output [NorthTynesideCouncil]",""
"passed","Tue Jul 18 02:06:46 GMT 2023","Tue Jul 18 02:06:49 GMT 2023","2511","","","","","","Validate Council Output [SouthCambridgeshireCouncil]",""
"failed","Tue Jul 18 02:08:56 GMT 2023","Tue Jul 18 02:08:56 GMT 2023","801","","","","","","Validate Council Output [WakefieldCityCouncil]",""
"failed","Tue Jul 18 02:07:21 GMT 2023","Tue Jul 18 02:09:32 GMT 2023","130458","","","","","","Validate Council Output [TamesideMBCouncil]",""
"passed","Tue Jul 18 02:08:08 GMT 2023","Tue Jul 18 02:08:10 GMT 2023","1235","","","","","","Validate Council Output [MalvernHillsDC]",""
"passed","Tue Jul 18 02:08:17 GMT 2023","Tue Jul 18 02:08:19 GMT 2023","1466","","","","","","Validate Council Output [NewarkAndSherwoodDC]",""
"passed","Tue Jul 18 02:06:16 GMT 2023","Tue Jul 18 02:06:21 GMT 2023","4853","","","","","","Validate Council Output [NorthumberlandCouncil]",""
"passed","Tue Jul 18 02:05:10 GMT 2023","Tue Jul 18 02:05:13 GMT 2023","2961","","","","","","Validate Council Output [CardiffCouncil]",""
"passed","Tue Jul 18 02:08:03 GMT 2023","Tue Jul 18 02:08:03 GMT 2023","847","","","","","","Validate Council Output [LisburnCastlereaghCityCouncil]",""
"failed","Tue Jul 18 02:05:56 GMT 2023","Tue Jul 18 02:05:56 GMT 2023","3","","","","","","Validate Council Output [NorthEastLincs]",""
"failed","Tue Jul 18 02:04:40 GMT 2023","Tue Jul 18 02:04:45 GMT 2023","4518","","","","","","Validate Council Output [BlackburnCouncil]",""
"passed","Tue Jul 18 02:04:53 GMT 2023","Tue Jul 18 02:04:56 GMT 2023","3458","","","","","","Validate Council Output [CheshireEastCouncil]",""
"passed","Tue Jul 18 02:08:56 GMT 2023","Tue Jul 18 02:08:59 GMT 2023","2630","","","","","","Validate Council Output [WarwickDistrictCouncil]",""
"passed","Tue Jul 18 02:06:01 GMT 2023","Tue Jul 18 02:06:07 GMT 2023","6037","","","","","","Validate Council Output [NorthLincolnshireCouncil]",""
"passed","Tue Jul 18 02:04:45 GMT 2023","Tue Jul 18 02:04:50 GMT 2023","4417","","","","","","Validate Council Output [BristolCityCouncil]",""
"passed","Tue Jul 18 02:06:44 GMT 2023","Tue Jul 18 02:06:46 GMT 2023","1657","","","","","","Validate Council Output [SouthAyrshireCouncil]",""
"passed","Tue Jul 18 02:05:05 GMT 2023","Tue Jul 18 02:05:10 GMT 2023","4270","","","","","","Validate Council Output [BroxtoweBoroughCouncil]",""
"passed","Tue Jul 18 02:05:41 GMT 2023","Tue Jul 18 02:05:46 GMT 2023","4311","","","","","","Validate Council Output [CroydonCouncil]",""
"passed","Tue Jul 18 02:06:00 GMT 2023","Tue Jul 18 02:06:01 GMT 2023","933","","","","","","Validate Council Output [NorthLanarkshireCouncil]",""
"passed","Tue Jul 18 02:06:55 GMT 2023","Tue Jul 18 02:06:58 GMT 2023","3173","","","","","","Validate Council Output [StockportBoroughCouncil]",""
"passed","Tue Jul 18 02:04:38 GMT 2023","Tue Jul 18 02:04:53 GMT 2023","14780","","","","","","Validate Council Output [ChelmsfordCityCouncil]",""
"passed","Tue Jul 18 02:08:47 GMT 2023","Tue Jul 18 02:08:48 GMT 2023","1113","","","","","","Validate Council Output [TorbayCouncil]",""
"passed","Tue Jul 18 02:04:50 GMT 2023","Tue Jul 18 02:05:05 GMT 2023","15710","","","","","","Validate Council Output [BromleyBoroughCouncil]",""
"passed","Tue Jul 18 02:06:13 GMT 2023","Tue Jul 18 02:06:15 GMT 2023","1394","","","","","","Validate Council Output [NorthSomersetCouncil]",""
"passed","Tue Jul 18 02:09:15 GMT 2023","Tue Jul 18 02:09:25 GMT 2023","10067","","","","","","Validate Council Output [WokingBoroughCouncil]",""
"failed","Tue Jul 18 02:05:13 GMT 2023","Tue Jul 18 02:05:13 GMT 2023","4","","","","","","Validate Council Output [CastlepointDistrictCouncil]",""
"passed","Tue Jul 18 02:06:32 GMT 2023","Tue Jul 18 02:06:33 GMT 2023","790","","","","","","Validate Council Output [RushmoorCouncil]",""
"passed","Tue Jul 18 02:05:52 GMT 2023","Tue Jul 18 02:05:54 GMT 2023","2884","","","","","","Validate Council Output [DurhamCouncil]",""
"passed","Tue Jul 18 02:06:53 GMT 2023","Tue Jul 18 02:06:55 GMT 2023","1598","","","","","","Validate Council Output [SouthTynesideCouncil]",""
"passed","Tue Jul 18 02:06:07 GMT 2023","Tue Jul 18 02:06:13 GMT 2023","6482","","","","","","Validate Council Output [NorthNorfolkDistrictCouncil]",""
"passed","Tue Jul 18 02:09:04 GMT 2023","Tue Jul 18 02:09:06 GMT 2023","1767","","","","","","Validate Council Output [WealdenDistrictCouncil]",""
"passed","Tue Jul 18 02:09:12 GMT 2023","Tue Jul 18 02:09:15 GMT 2023","3094","","","","","","Validate Council Output [WindsorAndMaidenheadCouncil]",""
"failed","Tue Jul 18 02:09:06 GMT 2023","Tue Jul 18 02:09:06 GMT 2023","363","","","","","","Validate Council Output [WelhatCouncil]",""
"passed","Tue Jul 18 02:05:56 GMT 2023","Tue Jul 18 02:06:00 GMT 2023","3612","","","","","","Validate Council Output [NorthKestevenDistrictCouncil]",""
"passed","Tue Jul 18 02:08:59 GMT 2023","Tue Jul 18 02:09:04 GMT 2023","5348","","","","","","Validate Council Output [WaverleyBoroughCouncil]",""
"passed","Tue Jul 18 02:09:32 GMT 2023","Tue Jul 18 02:09:35 GMT 2023","2656","","","","","","Validate Council Output [TonbridgeAndMallingBC]",""
"passed","Tue Jul 18 02:05:50 GMT 2023","Tue Jul 18 02:05:52 GMT 2023","1617","","","","","","Validate Council Output [DoncasterCouncil]",""
"passed","Tue Jul 18 02:06:37 GMT 2023","Tue Jul 18 02:06:44 GMT 2023","7354","","","","","","Validate Council Output [SomersetCouncil]",""
"passed","Tue Jul 18 02:08:06 GMT 2023","Tue Jul 18 02:08:08 GMT 2023","2151","","","","","","Validate Council Output [MaldonDistrictCouncil]",""
